page,link,author,source,title,date,category,subcategory
1101,https://github.com/lilbud/btx-article-dump/articles/concert_review/1985-06-03_bruce_springsteen_perfect_mastery_of_the_[1101].md,David Sinclair,The Times,Bruce Springsteen: Perfect Mastery Of The Beat,1985-06-03,Concert Review,
1102,https://github.com/lilbud/btx-article-dump/articles/concert_review/1985-07-04_bruce_springsteen_at_wembley_stadium_[1102].md,Biba Kopf,NME,Bruce Springsteen: At Wembley Stadium,1985-07-04,Concert Review,
1103,https://github.com/lilbud/btx-article-dump/articles/concert_review/1975-11-18_bruce_springsteen_hammersmith_odeon_[1103].md,Vivien Goldman,Sounds,"Bruce Springsteen: Hammersmith Odeon, London",1975-11-18,Concert Review,
1104,https://github.com/lilbud/btx-article-dump/articles/commentary/1978-01-01_bruce_springsteen_proceedings_of_[1104].md,Bruce Pollock,Gannett Westchester Newspapers,Bruce Springsteen: Proceedings of Discovery,1978-01-01,Commentary,
1105,https://github.com/lilbud/btx-article-dump/articles/album_review/darkness_on_the_edge_of_town/1978-06-10_paul-rambali_nme_[1105].md,Paul Rambali,NME,Darkness On The Edge Of Town Review,1978-06-10,Album Review,Darkness On The Edge Of Town
1106,https://github.com/lilbud/btx-article-dump/articles/album_review/darkness_on_the_edge_of_town/1978-06-10_peter-silverton_sounds_[1106].md,Peter Silverton,Sounds,Darkness On The Edge Of Town Review,1978-06-10,Album Review,Darkness On The Edge Of Town
1107,https://github.com/lilbud/btx-article-dump/articles/album_review/darkness_on_the_edge_of_town/1978-09-01_mitchell-cohen_creem_[1107].md,Mitchell Cohen,Creem,Darkness On The Edge Of Town Review,1978-09-01,Album Review,Darkness On The Edge Of Town
1108,https://github.com/lilbud/btx-article-dump/articles/album_review/live_1975-85/1986-11-15_gavin-martin_nme_[1108].md,Gavin Martin,NME,Live/1975-85 Review,1986-11-15,Album Review,Live 1975-85
1109,https://github.com/lilbud/btx-article-dump/articles/commentary/1988-03-24_tougher_than_most_bruce_springsteen_s_of_[1109].md,Geoffrey Himes,Baltimore Sun,Tougher Than Most: Bruce Springsteen's Tunnel of Love tour,1988-03-24,Commentary,
1110,https://github.com/lilbud/btx-article-dump/articles/commentary/1973-10-06_was_bob_dylan_the_previous_bruce_[1110].md,Steve Turner,NME,Was Bob Dylan the Previous Bruce Springsteen?,1973-10-06,Commentary,
1111,https://github.com/lilbud/btx-article-dump/articles/album_review/greetings_from_asbury_park_n.j/1975-02-01_charles-shaar-murray_nme_[1111].md,Charles Shaar Murray,NME,"The brilliant, the awful and the bumfluff shuffle",1975-02-01,Album Review,"Greetings From Asbury Park, N.J"
1112,https://github.com/lilbud/btx-article-dump/articles/commentary/1988-04-04_bruce_springsteen_into_the_future_[1112].md,Wayne Robins,Newsday,Bruce Springsteen: Into the Future,1988-04-04,Commentary,
1113,https://github.com/lilbud/btx-article-dump/articles/concert_review/1975-11-18_casing_the_promised_land_bruce_at_odeon_[1113].md,Simon Frith,Creem,Casing The Promised Land: Bruce Springsteen at Hammersmith Odeon,1975-11-18,Concert Review,
1201,https://github.com/lilbud/btx-article-dump/articles/concert_review/1979-10-06_bruce_springsteen_the_springsteen_[1201].md,Paul Morley,NME,Bruce Springsteen: The Springsteen Syndrome,1979-10-06,Concert Review,
1202,https://github.com/lilbud/btx-article-dump/articles/commentary/1980-01-05_bruce_springsteen_the_last_american_hero_[1202].md,Sandy Robertson,Sounds,Bruce Springsteen: The Last American Hero,1980-01-05,Commentary,
1203,https://github.com/lilbud/btx-article-dump/articles/commentary/1995-02-01_i_wanna_tell_you_a_story_[1203].md,Phil Sutcliffe,Q Magazine,I Wanna Tell You A Story...,1995-02-01,Commentary,
1204,https://github.com/lilbud/btx-article-dump/articles/concert_review/1995-11-27_bruce_springsteen_wiltern_theatre_los_[1204].md,Dave DiMartino,Mojo Magazine,"Bruce Springsteen: Wiltern Theatre, Los Angeles",1995-11-27,Concert Review,
1205,https://github.com/lilbud/btx-article-dump/articles/album_review/the_rising/2002-08-05_michael-goldberg_neumu_[1205].md,Michael Goldberg,Neumu,Bruce Springsteen's Non-Event: The Rising Review,2002-08-05,Album Review,The Rising
1206,https://github.com/lilbud/btx-article-dump/articles/commentary/1986-01-01_the_year_of_the_boss_[1206].md,John Mendelsohn,Creem,The Year Of The Boss,1986-01-01,Commentary,
1207,https://github.com/lilbud/btx-article-dump/articles/concert_review/1980-10-14_bruce_springsteen_the_man_the_myth_the_[1207].md,Mark Cooper,Record Mirror,"Bruce Springsteen: The Man, The Myth, The Magic",1980-10-14,Concert Review,
1208,https://github.com/lilbud/btx-article-dump/articles/concert_review/1980-10-30_bruce_springsteen_los_angeles_sports_[1208].md,Sylvie Simmons,NME,"Bruce Springsteen: Los Angeles Sports Arena, California",1980-10-30,Concert Review,
1210,https://github.com/lilbud/btx-article-dump/articles/interview/1981-07-04_springsteen_forged_passports_to_a_land_[1210].md,Nick Kent,NME,Springsteen Forged Passports To A Promised Land,1981-07-04,Interview,
1211,https://github.com/lilbud/btx-article-dump/articles/essay/1984-11-22_nme_essay_[1211].md,Richard Cook,NME,NME Essay,1984-11-22,Essay,
1212,https://github.com/lilbud/btx-article-dump/articles/album_review/live_1975-85/1987-03-01_john-mendelsohn_creem_[1212].md,John Mendelsohn,Creem,Live/1975-85 Review,1987-03-01,Album Review,Live 1975-85
1213,https://github.com/lilbud/btx-article-dump/articles/commentary/1990-09-01_busman_s_holiday_bruce_springsteen_1987_[1213].md,Phil Sutcliffe,Q Magazine,Busman's Holiday: Bruce Springsteen 1987-1990,1990-09-01,Commentary,
1301,https://github.com/lilbud/btx-article-dump/articles/commentary/2008-07-01_got_live_if_you_want_it_bruce_on_stage_[1301].md,Rod Tootell,Rock's Backpages,"Got Live If You Want It? Bruce Springsteen On Stage, 1968-2005",2008-07-01,Commentary,
1302,https://github.com/lilbud/btx-article-dump/articles/interview/1976-11-06_steve_van_zandt_miami_bruce_and_roots_[1302].md,Harvey Kubernik,Melody Maker,"Steve Van Zandt: Miami, Bruce, and Roots",1976-11-06,Interview,
1303,https://github.com/lilbud/btx-article-dump/articles/commentary/1999-01-01_it_s_a_vet_s_life_bruce_springsteen_and_[1303].md,Phil Sutcliffe,Mojo Magazine,It's a Vet's Life: Bruce Springsteen and Born in the USA,1999-01-01,Commentary,
1304,https://github.com/lilbud/btx-article-dump/articles/interview/1974-08-01_bruce_springsteen_it_s_hard_to_be_a_in_[1304].md,Jerry Gilbert,ZigZag,Bruce Springsteen: It's Hard to be a Saint in the City,1974-08-01,Interview,
1305,https://github.com/lilbud/btx-article-dump/articles/commentary/1985-11-01_the_meaning_of_bruce_[1305].md,Glenn O'Brien,Spin,The Meaning Of Bruce,1985-11-01,Commentary,
1306,https://github.com/lilbud/btx-article-dump/articles/album_review/the_rising/2002-09-01_sylvie-simmons_mojo-magazine_[1306].md,Sylvie Simmons,Mojo Magazine,The Rising Review,2002-09-01,Album Review,The Rising
1307,https://github.com/lilbud/btx-article-dump/articles/concert_review/2012-11-03_bruuuuuce_the_louisville_review_[1307].md,Raj Ranade,ACE Magazine,Bruuuuuce: The Louisville Review,2012-11-03,Concert Review,
1308,https://github.com/lilbud/btx-article-dump/articles/concert_review/1974-10-04_bruce_springsteen_shouldn_t_he_be_famous_[1308].md,Dave Marsh,Let It Rock,Bruce Springsteen: Shouldn't He Be Famous?,1974-10-04,Concert Review,
1309,"https://github.com/lilbud/btx-article-dump/articles/album_review/the_wild,_the_innocent_the_e_street_shuffle/1973-12-16_bruce-pollock_the-new-york-times_[1309].md",Bruce Pollock,The New York Times,"The Wild, The Innocent & The E Street Shuffle Review",1973-12-16,Album Review,"The Wild, The Innocent & The E Street Shuffle"
1310,https://github.com/lilbud/btx-article-dump/articles/album_review/greetings_from_asbury_park_n.j/1973-05-01_dave-marsh_creem_[1310].md,Dave Marsh,Creem,"Greetings From Asbury Park, N.J. Review",1973-05-01,Album Review,"Greetings From Asbury Park, N.J."
1311,https://github.com/lilbud/btx-article-dump/articles/interview/1974-03-16_sounds_magazine_interview_[1311].md,Jerry Gilbert,Sounds,Sounds Magazine Interview,1974-03-16,Interview,
1312,https://github.com/lilbud/btx-article-dump/articles/interview/1975-10-01_bruce_springsteen_little_egypt_from_park_[1312].md,Dave Marsh,Creem,Bruce Springsteen: Little Egypt From Asbury Park,1975-10-01,Interview,
1313,https://github.com/lilbud/btx-article-dump/articles/album_review/darkness_on_the_edge_of_town/1978-07-01_john-tobler_zigzag_[1313].md,John Tobler,ZigZag,Darkness On The Edge Of Town Review,1978-07-01,Album Review,Darkness On The Edge Of Town
1314,https://github.com/lilbud/btx-article-dump/articles/album_review/the_ghost_of_tom_joad/1995-12-01_phil-sutcliffe_mojo-magazine_[1314].md,Phil Sutcliffe,Mojo Magazine,The Ghost Of Tom Joad Review,1995-12-01,Album Review,The Ghost Of Tom Joad
1401,https://github.com/lilbud/btx-article-dump/articles/concert_review/2012-07-14_bruce_springsteen_at_hard_rock_calling_[1401].md,Laura Williams,Unknown,Bruce Springsteen at Hard Rock Calling 2012 review,2012-07-14,Concert Review,
1402,https://github.com/lilbud/btx-article-dump/articles/concert_review/2012-07-18_bruce_springsteen_at_the_rds_[1402].md,Ken Sweeney,The Irish Independent,Bruce Springsteen at the RDS,2012-07-18,Concert Review,
1403,https://github.com/lilbud/btx-article-dump/articles/concert_review/2005-05-24_a_true_original_bruce_springsteen_[1403].md,David Cheal,The Daily Telegraph,A true original: Bruce Springsteen,2005-05-24,Concert Review,
1404,https://github.com/lilbud/btx-article-dump/articles/book_review/2012-11-11_why_they_call_him_boss_no_drugs_not_much_[1404].md,Nick Rufford,The Times,"Why they call him Boss - no drugs, not much drink, just hard graft, reveals this life of Bruce Springsteen",2012-11-11,Book Review,
1405,https://github.com/lilbud/btx-article-dump/articles/album_review/the_promise/2010-11-14_harry-browne_the-sunday-times_[1405].md,Harry Browne,The Sunday Times,A Look Back In Fear And Anger,2010-11-14,Album Review,The Promise
1406,https://github.com/lilbud/btx-article-dump/articles/concert_review/2007-12-19_london_dec_19_2007_[1406].md,David Sinclair,The London Times,"London, Dec 19, 2007",2007-12-19,Concert Review,
1407,https://github.com/lilbud/btx-article-dump/articles/concert_review/2008-05-28_manchester_[1407].md,Pete Paphides,The London Times,Manchester,2008-05-28,Concert Review,
1408,https://github.com/lilbud/btx-article-dump/articles/interview/2010-10-11_i_m_just_a_regular_multimillionaire_[1408].md,Nick Rufford,The Sunday Times,I'm just a regular multimillionaire,2010-10-11,Interview,
1409,https://github.com/lilbud/btx-article-dump/articles/commentary/2005-04-24_bruce_almighty_[1409].md,Greg Dyke,The Observer,Bruce Almighty,2005-04-24,Commentary,
1410,https://github.com/lilbud/btx-article-dump/articles/commentary/2012-08-13_it_s_a_big_mistake_to_use_born_in_the_u_[1410].md,Ken Hoffman,Houston Chronicle,It's a big mistake to use 'Born in the U.S.A.,2012-08-13,Commentary,
1411,https://github.com/lilbud/btx-article-dump/articles/album_review/the_promise/2010-11-15_andrew-dansby_houston-chronicle_[1411].md,Andrew Dansby,Houston Chronicle,Bruce Springsteen's Masterpiece Is Worth Revisiting,2010-11-15,Album Review,The Promise
1412,https://github.com/lilbud/btx-article-dump/articles/commentary/2012-09-15_bruce_springsteen_still_surprises_with_[1412].md,Unknown,St. Paul Pioneer Press,Bruce Springsteen still surprises with his concert set lists,2012-09-15,Commentary,
1413,https://github.com/lilbud/btx-article-dump/articles/commentary/2000-12-31_from_the_quiet_of_a_bedroom_raw_songs_of_[1413].md,Anthony DeCurtis,The New York Times,"From the Quiet of a Bedroom, Raw Songs of America",2000-12-31,Commentary,
1414,https://github.com/lilbud/btx-article-dump/articles/concert_review/2007-11-11_bruce_springsteen_working_his_powerful_[1414].md,J. Freedom du Lac,Washington Post,"Bruce Springsteen, Working His Powerful Magic",2007-11-11,Concert Review,
1415,https://github.com/lilbud/btx-article-dump/articles/concert_review/2008-07-28_these_two_lanes_will_take_us_anywhere_[1415].md,Kevin Coyne,The New York Times,These Two Lanes Will Take Us Anywhere,2008-07-28,Concert Review,
1416,https://github.com/lilbud/btx-article-dump/articles/album_review/wrecking_ball/2012-03-04_randall-roberts_the-los-angeles-times_[1416].md,Randall Roberts,The Los Angeles Times,Wrecking Ball Review,2012-03-04,Album Review,Wrecking Ball
1501,https://github.com/lilbud/btx-article-dump/articles/film_review/1980-07-18_no_nukes_a_melange_of_musicians_[1501].md,Janet Maslin,The New York Times,"'No Nukes', A Melange Of Musicians",1980-07-18,Film Review,
1502,https://github.com/lilbud/btx-article-dump/articles/opinion/Unknown_why_i_love_born_to_run_by_bruce_[1502].md,Billy Hepfinger,Unknown,Why I love 'Born To Run' by Bruce Springsteen,Unknown,Opinion,
1503,https://github.com/lilbud/btx-article-dump/articles/album_review/born_to_run/1975-09-13_jerry-gilbert_sounds_[1503].md,Jerry Gilbert,Sounds,Born To Run Review,1975-09-13,Album Review,Born To Run
1504,https://github.com/lilbud/btx-article-dump/articles/concert_review/2008-08-23_st_louis_2008_concert_review_[1504].md,Backstreets.com,Backstreets.com,"St. Louis 2008, Concert Review",2008-08-23,Concert Review,
1505,https://github.com/lilbud/btx-article-dump/articles/concert_review/2009-11-08_the_river_show_[1505].md,Jonathan Pont,Backstreets.com,The River Show,2009-11-08,Concert Review,
1506,https://github.com/lilbud/btx-article-dump/articles/concert_review/2012-07-28_gothenburg_july_28_2012_[1506].md,Ivar Noer,Backstreets.com,"Gothenburg July 28, 2012",2012-07-28,Concert Review,
1507,https://github.com/lilbud/btx-article-dump/articles/concert_review/2012-07-14_bruce_springsteen_the_e_street_band_hard_[1507].md,Neil McCormick,Telegraph,"Bruce Springsteen & The E Street Band, Hard Rock Calling: review",2012-07-14,Concert Review,
1508,https://github.com/lilbud/btx-article-dump/articles/album_review/live_in_new_york_city/2001-04-01_joel-selvin_san-francisco-chronicle_[1508].md,Joel Selvin,San Francisco Chronicle,"The Boss and E Street Band: Reunited, and It Feels Good",2001-04-01,Album Review,Live in New York City
1509,https://github.com/lilbud/btx-article-dump/articles/concert_review/2003-08-16_being_a_fan_of_the_boss_is_no_passing_a_[1509].md,Joshunda Sanders,San Francisco Chronicle,Being a fan of The Boss is no passing thing. A Springsteen concert brings out his life-long devotees.,2003-08-16,Concert Review,
1510,https://github.com/lilbud/btx-article-dump/articles/book_review/2012-11-13_springsteen_s_family_tragedy_tough_nuns_[1510].md,David Wilson,Bloomburg,"Springsteen's Family Tragedy, Tough Nuns Recalled: Book Review",2012-11-13,Book Review,
1511,https://github.com/lilbud/btx-article-dump/articles/commentary/1995-05-09_springsteen_released_song_to_please_fan_[1511].md,Associated Press,Associated Press,Springsteen Released Song To Please Fan,1995-05-09,Commentary,
1512,https://github.com/lilbud/btx-article-dump/articles/concert_review/2008-08-02_bruce_springsteen_and_the_e_street_band_[1512].md,Lisa McKay,blogcritics.org,"Bruce Springsteen and the E Street Band, Gillette Stadium",2008-08-02,Concert Review,
1513,https://github.com/lilbud/btx-article-dump/articles/concert_review/2007-11-13_all_eyes_on_the_big_man_[1513].md,David Malitz,Washington Post,All Eyes on the Big Man,2007-11-13,Concert Review,
1514,https://github.com/lilbud/btx-article-dump/articles/opinion/2010-11-08_music_matters_why_feminists_love_bruce_[1514].md,Sarah Jaffe,Bitch Magazine,Music Matters: Why Feminists\* Love Bruce Springsteen,2010-11-08,Opinion,
1601,https://github.com/lilbud/btx-article-dump/articles/concert_review/2012-07-31_july_31_olympic_stadium_helsinki_finland_[1601].md,Desiree Koh,Backstreets Magazine,"July 31 / Olympic Stadium / Helsinki, Finland",2012-07-31,Concert Review,
1602,https://github.com/lilbud/btx-article-dump/articles/album_review/tunnel_of_love/2009-01-16_anthony-kuzminski_the-screen-door_[1602].md,Anthony Kuzminski,The Screen Door,Bruce Springsteen In The Tunnel Of Love,2009-01-16,Album Review,Tunnel Of Love
1603,https://github.com/lilbud/btx-article-dump/articles/album_review/tunnel_of_love/1987-11-19_ken-takata_the-chicago-reader_[1603].md,Ken Takata,The Chicago Reader,Tunnel of Love Review,1987-11-19,Album Review,Tunnel Of Love
1604,https://github.com/lilbud/btx-article-dump/articles/concert_review/1988-04-20_deep_down_in_the_tunnel_of_love_express_[1604].md,Unknown,Denver Post,Deep Down In The Tunnel Of Love Express,1988-04-20,Concert Review,
1605,https://github.com/lilbud/btx-article-dump/articles/commentary/2005-05-02_faux_americana_why_i_still_love_bruce_[1605].md,Stephen Metcalf,Slate Magazine,Faux Americana: Why I still love Bruce Springsteen,2005-05-02,Commentary,
1606,https://github.com/lilbud/btx-article-dump/articles/album_review/the_promise/2010-11-28_jim-beviglia_houston-culture_[1606].md,Jim Beviglia,Houston Culture,Forever Young: Video of 1978 Houston concert proves Springsteen was always 'The Boss',2010-11-28,Album Review,The Promise
